text,cue_pos,experiencer_pos
New Zealand Police Inadvertently Charge Mosque Terror Suspect With Killing Woman Who's Still Alive,Charge,New Zealand Police
"June WTI oil loses 41 cents, or 0.6%, to settle at $65.89/bbl",loses,
Johnny Depp Accuses Ex-Wife Amber Heard Of ‘Painting On’ Her Bruises,Johnny,
"Brickbat: It's a Gas, Gas, Gas",Gas,
Trump brands London mayor a 'disaster',disaster,Trump
Mueller: Report did not exonerate Trump,not exonerate,Mueller
Meet The Radical Technocrat Helping Democrats Push Single-Payer,Push,
'Racist' Lies Won't Stop Trump From Improving Black Lives,Lies,
14 States Still Have Laws Meant to Limit Poor Families’ Sizes,,States
Duke and Duchess of Sussex set to be given a suite of rooms at Buckingham Palace as a London base,given,Duke and Duchess of Sussex
Violent Democrat Politician-Activist Pleads Guilty to Assault Attack on Rep. Matt Gaetz — FACES UP TO ONE YEAR IN PRISON,Violent,
The Latest: Portugal confirms 29 Germans killed on Madeira,killed,Portugal
"ABC, CBS Mislead on Fox News Town Hall Crowd Cheering Medicare For All",Mislead,"ABC, CBS"
Vox Reporter Called Out For Posting Express Lie About Trump’s 9/11 Comments,Called Out,Vox Reporter
Interior secretary will be allowed to meet with former fossil fuel clients starting this weekend,will be allowed,Interior secretary
To Hold but Not to Have: California's Marijuana Laws Get Weird When You're in Jail,To Hold but Not to,
Stephen Colbert Hits Long-Shot Dems for Spewing ‘Republican Talking Points’ at CNN Debate,Spewing,Stephen Colbert
The Toy Story Trilogy Gets the Epilogue It Deserves,Deserves,The Toy Story Trilogy
Jussie Smollett's Attorney Suggests Attackers May Have Been In 'WHITEFACE',Suggests,Jussie Smollett's Attorney
"José Antonio Reyes, former Arsenal and Spain player, dies in car accident aged 35",dies,José Antonio Reyes
New York Times Report on Trump’s Taxes May Prompt Fraud Investigation,May Prompt Fraud Investigation,Trump
"Trump and R.N.C. Raised $105 Million in 2nd Quarter, a Sign He Will Have Far More Money Than in 2016",Raised,
Oakland's 'Pothole Vigilantes' Are the Batman and Robin of Road Repair,'Pothole Vigilantes',
Trump Is Expanding Obamacare . . . in a Good Way,Expanding,Trump
Masked Antifa Terrorists Get Tossed to the Ground as They Try to Push Past Police Line Near White House,Tossed,Masked Antifa Terrorists
The Labour Party’s Role in the Brexit Crisis,Crisis,
Reaction: Congratulations pour in for Meghan and Harry's son,Congratulations,
"Shaping Humanity With Music, MerlinMoon Announces His Sophomore Album 'YOUNITY' (BangyBang Records)",Announces,MerlinMoon
“Ulysses” Truthers Are the Latest Threat to Corbyn,Threat,
Myanmar Frees Pulitzer-Winning Reuters Journalists After More Than 500 Days,Frees,Myanmar
"DOJ Announces Release Of 3,000 Prisoners As FIRST STEP Act Goes Into Effect",Release,
Cattle Rancher Brought To Tears By Act Of Kindness After Losing His Entire Herd In Flood,Tears,Cattle Rancher
A Green New Deal Needs to Fight US Militarism,Fight,US Militarism
The real reason William Barr is committing crimes for Donald Trump,crimes,William Barr
Booker Supporters Criticize Record as Newark Mayor,Criticize,Booker Supporters
Federal judge blocks Arkansas and Kentucky Medicaid work requirements,blocks,Federal judge
Julián Castro Got Off Easy for Ethics Trouble in the Last Presidential Campaign,Got Off Easy,Julián Castro
"Socialism Promises a Utopia, but Delivers Suffering",Promises,
Donald Trump’s impeachment turns crucial corner,impeachment,Donald Trump’s
New Supreme Court Ruling May Start Checking Power of Federal Bureaucrats,Checking,
The Ice Bucket Challenge and the promise — and the pitfalls — of viral charity,promise,Ice Bucket
"Strike paralyzes Haiti, protesters demand president's ouster",paralyzes,
"NJ Millionaires Tax Has No Chance, Top Lawmaker Says",Chance,Top Lawmaker
"Military Duped Into Buying Fake, Chinese-Made Military Gear",Duped,Military
Empowering Small Businesses to Confront China,Empowering,Small Businesses
Blind Man Finishes New York City Half Marathon With Help From Guide Dogs,Finishes,Blind Man
Sen. Murphy: DNI Pick Ratcliffe a 'Television Character',Pick,Sen. Murphy
Jon Stewart Blasts Lawmakers In Hearing For Sept. 11 Victim Compensation Fund,Blasts,Jon Stewart
Wow: CNN's Tapper Actually Questions Cory Booker on Effectiveness of His Gun Control Plan,Questions,CNN
"Anti-Israel BDS Movement Is Anti-Semitism Disguised as Free Speech, Rubio Says",Disguised,Anti-Israel
We can't allow ourselves to forget Russia's attacks on our election,ourselves,
Little Caesars is the latest chain where you can try out meatless meat,latest,Little Caesars
Trump yet again lies about his family separation policy but gets fact-checked to his face,lies,Trump
President attends Easter service following slew of tweets,attends,President
'We Will Always Be in Search of Ian Curtis' – Jon Savage's New Book Tells the Story of Joy Division,New Book,Jon Savage's
"On CNN, Dan Rather Slams 'Gun Lobby,' Politicians 'Bought and Paid For'",Bought and Paid,
Female footballers grab the world’s attention — finally,attention,Female footballers
"Iran Surpasses Nuclear Fuel Stockpile Limit, State Media Reports",Surpasses,Iran
"Trump Explains 'Nasty' Meghan Markle Comment, But Basically Calls Her 'Nasty' Again",Nasty,Trump
Document of the Week: Facebook Disappoints Authorities—Again,Disappoints,
Stephen Colbert Tears Into Trump’s Mueller Report Response: ‘That’s Not How an Innocent Person Reacts’,Tears,Stephen Colbert
"Heartbreak anew after 2 Parkland teens, Sandy Hook father dead from apparent suicides",Heartbreak,
London Bridge attack: what we’ve learned from the inquest,attack,
Media Threatens to Dox Microsoft Employee Who Said Execs Are ‘Awarded’ For Discriminating Against White & Asian Men,Threatens,
Police Officer Helps Student Fix His Tie For Graduation,Helps,Police Officer
Trump: Illegal immigrants in sanctuary cities would make ‘Radical Left’ happy,happy,Trump
North Carolina Republican Party chair indicted for role in alleged bribery scheme,indicted,North Carolina Republican Party chair
Hmmm: New Dem primary poll shows Warren passing Bernie Sanders for second place,passing,
Chinese woman carrying malware arrested at Trump’s Mar-a-Lago,arrested,Chinese woman
"US Takes Illegal, Dangerous Actions Toward Regime Change in Venezuela",Illegal,US
Trump Cutting $700 Million in Aid to Central America,Cutting,
Orange chief Richard acquitted in long-running fraud case,acquitted,Richard
Nobody’s Asking for Trump to Be a Genius,Asking,
"Ocasio-Cortez defends Omar over 9/11 comments, rips Post cover",defends,rips Post cover
Couple Dies Of Bubonic Plague After Eating Raw Marmot Meat,Dies,Couple
"State Trooper Responds To Call Of Injured Dog, Finds Coyote Pup",Injured,State Trooper
Mexico to issue limited humanitarian visas to migrants,issue,Mexico
Hunrdeds of rockets launched from Gaza into Israel,launched,Hunrdeds
Amazon’s Prime Day Taylor Swift concert shows it wants to sell you more than just stuff,concert,
French probes ultra-right plot to attack religious venue,attack,French
Some Adoptees Are Undocumented Because Their Parents Forgot to Fill Out a Form. Now Congress Is Taking Action.,Adoptees Are Undocumented,Adoptees
Thousands mourn Bosnian government critic slain in ambush,mourn,
Turkish opposition leader safe after attack at soldier’s funeral,safe,
Mic DROP! Dana Loesch has a super inconvenient question for Lefties accusing Tulsi Gabbard of being a Russian puppet,accusing,Tulsi Gabbard
Booker says he felt disrespected in his verbal tussle with Biden,disrespected,Booker
Dick’s CEO a Member of Michael Bloomberg’s Gun Control Group,,
The Welfare State They Were In,Welfare,
The rumour that led to medical researchers in Ethiopia being killed by a mob,,
Dam breaking: New Epstein accuser comes forward,accuser,
Austrian chancellor set to face confidence vote next week,confidence,Austrian chancellor
"Defend the Post Office, Defend Black Workers",Defend,
Acting Defense chief Shanahan vows U.S. will no longer 'tiptoe' around China,'tiptoe',Acting Defense chief Shanahan
Donald Trump is even further gone than we thought,gone,
"China claims to have 'cracked' low cost production of lithium, political implications could be huge",cracked,China
Students in Colorado Shooting to Be Tried as Adults,Shooting,Students
Teaching in an Era of Meritocracy,Teaching,
Boeing’s cold-blooded risk calculation may tarnish trust in “self-driving” cars for years,may tarnish trust,
Honor The Fallen: Two U.S. Soldiers Killed In Afghanistan,Killed,
"Scarred By Sinema's Senate Win, Team Trump Makes Early Moves To Keep AZ Red",Scarred,Team Trump
Looks like Donald Trump’s longtime accounting firm is selling him out to House Democrats,selling,Donald Trump’s
These Magnetic Microbots Will Scrub Your Teeth Clean,Teeth Clean,
Trump Says Political Correctness Caused Kentucky Derby Upset,Upset,Trump
"In some countries, killer cops are celebrated",,
Judge who said being transgender is a ‘delusion’ nearing confirmation,‘delusion’,Judge
Friends mourn Baton Rouge photographer slain by truck; remembered as 'one of the most genuine people',mourn,Friends
‘You lied to Congress’: Democratic Sen. Hirono unleashes on Bill Barr — and infuriates Lindsey Graham,unleashes,Democratic
Sex Magic: Teen Vogue’s Latest Effort to Derail Young Girls,Latest Effort,Teen Vogue’s
Cuomo Signs a Bill to Allow Release of Trump’s State Tax Returns,Signs,Cuomo
Sri Lanka Lowers Death Toll From Easter Sunday Bombings To 253,Lowers,Sri Lanka
"“Sooner or Later, Dictators Fall,” Says Eyewitness to Sudan’s Uprising",Fall,
White House Condemns Day-Long Taliban Attack That Killed At Least 6,Condemns,White House
"A False Answer, a Big Political Connection and $260 Million in Tax Breaks",False,
The Clean Slate Act's Record-Sealing Provisions Go Further Than Cory Booker's Marijuana Justice Act,Further,
Senator says he’s looking to put Donald Trump Jr in prison,looking,Senator
Mueller Fears Trump’s Embrace of Russian Interference Could Be a ‘New Normal’,Fears,Mueller
The Supreme Court Just Stuck up for Abortion Rights in Alabama,Stuck,The Supreme Court
Suspected Spies In Iran Could Be Facing Death Penalty: Report,Suspected Spies,Suspected Spies
The Blob Lashes Out At Critics of Endless War,,
63-year old dance instructor: 'Exercise saved my life',saved,63-year old dance instructor
Landmark UN Report to Show We Are in a Human-Induced Extinction Crisis,Crisis,Landmark UN
Game of Thrones’ Final Premiere Prepares for the End Without Moving Forward,End,Game of Thrones
This Celebrity Friendship Makes So Much Sense When You Realize It’s Stranger Things Season 3 Come to Life,Sense,
Apple Goes All In on China,Goes,Apple
Jordan Peterson’s Book Pulled from New Zealand Shelves Following Mosque Shootings,Shootings,Jordan Peterson’s
Anchorage Hits 90 Degrees for First Time in Recorded History,Hits,
UK Foreign Secretary Lambastes World Governments For Being ‘Asleep On The Watch’ Against Anti-Christian Persecution,Lambastes,UK Foreign Secretary
Australia’s best female cricketer Alyssa Healy defends decision to pay male players a higher salary,defends,Alyssa Healy
"Clinton, Albright Urge Political Action to Defy Threat of Fascism",Urge,Clinton
Stupid conservatives keep feeding Trump's grift with campaign contributions,Stupid,conservatives
"5 Years In, What The Daily Signal Has Achieved",Achieved,
Coal CEO hosts Trump fundraiser as industry’s hurdles mount and workers are left behind,fundraiser,Trump
"Al menos 3 muertos, 15 heridos en un tiroteo al norte de California",tiroteo,
Koch-funded group wants you to believe it’s scandalous to support clean energy policies,scandalous,Koch-funded group
Eiffel Tower closed after man tries to climb Paris landmark,closed,Eiffel Tower
"Japanese volunteers curb suicide, with kindness and pancakes",curb suicide,
Rep. Ocasio-Cortez demands answers about the 'magically added' racist census question,demands answers,Rep. Ocasio-Cortez
Lawmaker Skipping Time Off for Cancer Recovery to Block Anti-Abortion Bill: “I Wouldn’t Be Able to Live With Myself”,Skipping Time Off for Cancer Recovery to Block Anti-Abortion Bill,Lawmaker
Jon Miller: Mueller findings derail 2020 Democrats' campaign schemes,derail,Jon Miller
Micron stock price target raised to $36 from $32 at CFRA,raised,Micron
Conservatives Should Not Celebrate Religious Tyranny and Coercion,Not Celebrate,
The Decline of Our Nation’s Generals,Decline,
Capturing a Nigerian Church Surviving South East London Gentrification,Capturing,Nigerian Church
Burn. Build. Repeat: Why Our Wildfire Policy Is So Deadly,Deadly,
"1,000 People Feared Dead In Mozambique After Cyclone Causes Major Flooding",Dead,
Lebanon Is Sick and Tired of Syrian Refugees,Sick,Lebanon
Eurovision faces backlash as musical kitschfest hits Israel,faces backlash,Eurovision
Florida lawmakers approve rolling back voting rights for people with felony convictions,approve rolling back,Florida lawmakers
"She Was Terminally Ill. Her Husband Held the Gun to Her Head, Police Say",Terminally Ill,She
